touchpoint_id,lead_id,channel,interaction_type,timestamp
973,585,Phone Call,Inbound,2025-02-10 12:06:02
974,977,Phone Call,Outbound,2024-11-05 07:04:49
975,215,Email,Outbound,2025-03-19 21:56:38
976,867,Demo Request,Outbound,2025-01-04 10:03:41
977,815,Email,Outbound,2024-11-17 02:49:07
978,762,Website Visit,Inbound,2025-04-17 19:17:30
979,329,Phone Call,Outbound,2024-12-16 08:08:14
980,222,Website Visit,Outbound,2024-11-22 23:52:15
981,763,Ad Click,Inbound,2024-11-29 10:11:20
982,923,Demo Request,Outbound,2024-11-19 19:24:06
983,981,Email,Outbound,2025-01-07 09:37:05
984,846,Website Visit,Inbound,2025-03-01 22:21:59
985,947,Phone Call,Outbound,2025-02-11 10:55:46
986,357,Phone Call,Inbound,2025-04-23 12:04:08
987,801,Phone Call,Outbound,2025-03-29 06:40:50
988,775,Demo Request,Inbound,2025-04-05 05:07:47
989,282,Ad Click,Inbound,2025-03-20 02:43:15
990,215,Demo Request,Outbound,2025-01-31 03:52:01
991,764,Demo Request,Outbound,2024-10-29 10:15:58
992,448,Email,Inbound,2024-12-03 08:09:08
993,547,Website Visit,Outbound,2024-11-05 11:15:22
994,339,Email,Inbound,2024-12-22 05:40:40
995,621,Email,Outbound,2025-01-04 06:44:15
996,990,Email,Inbound,2025-03-01 19:26:29
997,12,Phone Call,Outbound,2025-04-20 22:45:47
998,13,Email,Outbound,2025-04-19 01:44:37
999,710,Website Visit,Outbound,2024-11-11 11:52:59
1000,772,Ad Click,Outbound,2025-04-12 13:36:15
1001,699,Email,Inbound,2025-04-07 08:32:35
1002,735,Website Visit,Inbound,2024-10-28 20:42:35
1003,307,Demo Request,Inbound,2025-02-28 21:54:22
1004,85,Demo Request,Inbound,2025-01-09 09:38:01
1005,243,Website Visit,Inbound,2025-01-13 17:15:51
1006,793,Website Visit,Outbound,2025-03-22 03:56:15
1007,964,Demo Request,Inbound,2025-01-25 03:36:45
1008,745,Phone Call,Outbound,2024-11-12 11:42:03
1009,54,Demo Request,Outbound,2025-04-19 17:35:33
1010,680,Ad Click,Outbound,2025-01-25 01:06:26
1011,817,Demo Request,Outbound,2025-02-27 05:07:55
1012,775,Demo Request,Inbound,2025-03-01 16:58:44
1013,715,Email,Outbound,2025-02-19 04:31:26
1014,424,Website Visit,Outbound,2024-11-26 22:47:30
1015,53,Website Visit,Outbound,2025-04-18 01:33:15
1016,135,Ad Click,Inbound,2025-01-10 14:02:28
1017,670,Phone Call,Inbound,2024-12-08 10:27:54
1018,417,Email,Inbound,2024-10-27 12:15:46
1019,426,Phone Call,Inbound,2025-03-12 22:51:17
1020,61,Email,Inbound,2025-01-29 03:23:02
1021,289,Website Visit,Outbound,2024-11-18 12:23:12
1022,225,Email,Inbound,2025-04-20 04:38:43
1023,533,Email,Inbound,2025-03-30 19:41:51
1024,312,Ad Click,Inbound,2024-11-26 12:31:08
1025,461,Ad Click,Inbound,2025-02-21 13:18:34
1026,635,Website Visit,Inbound,2024-12-20 21:46:42
1027,357,Email,Inbound,2025-04-13 03:16:50
1028,431,Ad Click,Outbound,2025-03-12 08:10:07
1029,817,Email,Outbound,2024-11-18 10:35:24
1030,385,Ad Click,Inbound,2025-02-20 06:58:47
1031,505,Website Visit,Outbound,2024-11-14 12:48:18
1032,701,Email,Inbound,2024-11-07 23:19:48
1033,611,Ad Click,Inbound,2024-11-05 09:44:46
1034,196,Phone Call,Outbound,2025-02-11 13:31:45
1035,334,Ad Click,Outbound,2024-12-26 05:55:34
1036,794,Phone Call,Outbound,2025-01-13 01:40:19
1037,557,Email,Inbound,2025-02-18 19:32:44
1038,274,Phone Call,Outbound,2025-02-11 04:41:00
1039,647,Phone Call,Inbound,2025-03-12 20:18:15
1040,897,Ad Click,Outbound,2025-04-15 02:54:23
1041,535,Website Visit,Inbound,2025-01-31 14:50:33
1042,744,Phone Call,Outbound,2025-02-01 23:16:32
1043,162,Phone Call,Inbound,2024-11-13 03:39:56
1044,769,Email,Inbound,2025-02-11 02:54:25
1045,987,Website Visit,Outbound,2025-03-19 20:02:30
1046,569,Website Visit,Outbound,2025-01-29 16:33:33
1047,37,Phone Call,Inbound,2025-03-11 09:50:19
1048,72,Ad Click,Inbound,2024-11-25 12:10:19
1049,454,Demo Request,Inbound,2024-11-20 22:22:11
1050,257,Demo Request,Outbound,2024-11-26 02:04:51
1051,41,Email,Outbound,2025-01-20 13:57:25
1052,464,Ad Click,Outbound,2025-03-14 03:24:20
1053,894,Email,Outbound,2025-04-08 09:05:50
1054,782,Website Visit,Inbound,2025-01-13 21:32:07
1055,84,Ad Click,Inbound,2024-11-01 10:14:12
1056,869,Phone Call,Outbound,2024-12-30 19:17:33
1057,770,Phone Call,Outbound,2025-01-01 21:41:05
1058,111,Email,Outbound,2025-03-08 07:48:49
1059,97,Website Visit,Inbound,2025-04-01 19:32:53
1060,691,Website Visit,Inbound,2025-04-11 19:16:27
1061,804,Phone Call,Outbound,2024-12-18 15:36:14
1062,907,Website Visit,Inbound,2024-11-29 03:05:47
1063,330,Ad Click,Inbound,2024-11-11 04:16:45
1064,755,Ad Click,Outbound,2025-01-15 10:47:29
1065,876,Phone Call,Outbound,2024-11-25 11:44:14
1066,792,Phone Call,Inbound,2024-12-15 18:14:58
1067,117,Demo Request,Outbound,2025-03-27 03:44:35
1068,387,Email,Outbound,2025-04-21 08:22:43
1069,190,Email,Inbound,2025-02-28 15:01:14
1070,414,Phone Call,Inbound,2025-01-09 06:17:54
1071,520,Ad Click,Outbound,2024-12-14 12:19:50
1072,810,Demo Request,Outbound,2025-03-24 11:07:40
1073,251,Demo Request,Inbound,2025-03-05 06:31:14
1074,793,Email,Inbound,2025-03-31 09:52:18
1075,867,Ad Click,Inbound,2025-01-15 07:28:27
1076,692,Website Visit,Outbound,2025-02-10 11:00:55
1077,153,Ad Click,Inbound,2025-04-22 12:46:45
1078,8,Demo Request,Inbound,2025-01-23 04:31:28
1079,27,Email,Outbound,2024-11-12 08:52:22
1080,463,Ad Click,Inbound,2025-01-07 22:26:53
1081,39,Phone Call,Inbound,2025-01-10 19:32:37
1082,858,Email,Inbound,2025-04-09 08:32:02
1083,721,Website Visit,Outbound,2025-02-17 06:59:54
1084,927,Website Visit,Outbound,2025-03-17 02:21:19
1085,117,Demo Request,Inbound,2025-04-16 19:35:33
1086,783,Demo Request,Inbound,2024-12-19 11:32:34
1087,32,Phone Call,Outbound,2025-02-17 14:38:17
1088,103,Website Visit,Inbound,2024-11-29 16:04:34
1089,733,Phone Call,Outbound,2025-01-05 23:05:59
1090,875,Website Visit,Inbound,2025-03-21 23:37:46
1091,218,Phone Call,Outbound,2025-01-17 08:35:34
1092,251,Demo Request,Inbound,2025-04-06 13:29:32
1093,260,Ad Click,Inbound,2025-03-25 13:13:01
1094,937,Website Visit,Outbound,2025-04-19 01:22:59
1095,47,Website Visit,Outbound,2025-01-08 09:34:50
1096,723,Ad Click,Outbound,2025-02-06 19:20:35
1097,458,Ad Click,Outbound,2025-03-06 12:19:20
1098,11,Ad Click,Outbound,2024-11-18 00:44:22
1099,51,Phone Call,Inbound,2025-01-01 06:56:37
1100,493,Email,Inbound,2024-11-17 22:54:24
1101,580,Demo Request,Inbound,2025-02-01 23:55:36
1102,625,Phone Call,Outbound,2025-03-11 10:56:11
1103,938,Email,Inbound,2025-01-02 03:37:22
1104,307,Ad Click,Outbound,2024-11-25 20:37:10
1105,3,Ad Click,Outbound,2025-04-16 16:59:54
1106,872,Email,Outbound,2024-11-01 23:10:38
1107,840,Website Visit,Outbound,2025-03-01 23:05:51
1108,970,Demo Request,Inbound,2025-04-13 10:34:41
1109,332,Website Visit,Outbound,2024-12-29 10:44:58
1110,192,Phone Call,Inbound,2025-03-14 08:43:10
1111,307,Website Visit,Outbound,2025-01-10 04:05:34
1112,916,Ad Click,Outbound,2024-12-05 21:11:02
1113,713,Website Visit,Outbound,2024-12-01 02:47:46
1114,791,Demo Request,Inbound,2024-12-19 01:03:30
1115,306,Phone Call,Inbound,2024-12-06 14:58:22
1116,942,Website Visit,Outbound,2025-01-05 11:35:19
1117,24,Phone Call,Inbound,2024-11-28 14:19:51
1118,852,Website Visit,Outbound,2025-01-28 00:43:01
1119,236,Phone Call,Outbound,2025-02-16 22:23:15
1120,379,Demo Request,Inbound,2024-12-27 05:25:26
1121,664,Ad Click,Outbound,2024-11-16 23:22:37
1122,35,Ad Click,Inbound,2025-02-06 02:30:22
1123,746,Ad Click,Inbound,2025-03-23 01:43:36
1124,403,Email,Outbound,2025-02-06 22:15:45
1125,459,Ad Click,Inbound,2025-02-25 07:41:22
1126,455,Website Visit,Inbound,2025-04-05 04:46:34
1127,777,Email,Outbound,2024-11-30 10:37:52
1128,824,Website Visit,Inbound,2025-03-31 11:45:44
1129,598,Phone Call,Inbound,2025-01-04 13:27:52
1130,645,Demo Request,Inbound,2025-02-27 11:13:24
1131,827,Ad Click,Inbound,2025-02-18 12:49:17
1132,754,Ad Click,Outbound,2025-01-25 18:49:31
1133,659,Demo Request,Outbound,2025-04-21 11:24:20
1134,466,Demo Request,Outbound,2024-12-16 08:55:42
1135,684,Demo Request,Inbound,2025-02-16 08:48:50
1136,318,Email,Inbound,2024-10-31 22:18:19
1137,221,Phone Call,Inbound,2025-01-09 05:24:29
1138,842,Demo Request,Outbound,2025-03-25 02:41:28
1139,328,Ad Click,Inbound,2024-11-09 20:06:10
1140,887,Website Visit,Inbound,2025-02-25 06:52:16
1141,943,Email,Outbound,2025-04-08 15:59:37
1142,243,Demo Request,Inbound,2024-11-25 01:16:28
1143,667,Demo Request,Outbound,2024-11-13 23:51:29
1144,790,Ad Click,Inbound,2025-01-08 09:22:45
1145,319,Phone Call,Inbound,2025-01-31 04:03:04
1146,910,Website Visit,Outbound,2025-03-12 21:25:03
1147,594,Website Visit,Inbound,2025-04-19 01:04:28
1148,536,Website Visit,Outbound,2024-12-03 04:42:52
1149,931,Email,Outbound,2024-11-26 07:59:18
1150,350,Demo Request,Outbound,2025-02-15 07:17:22
1151,944,Demo Request,Outbound,2025-02-10 22:39:54
1152,98,Website Visit,Inbound,2024-12-21 08:55:32
1153,619,Ad Click,Inbound,2024-12-22 10:55:48
1154,49,Ad Click,Inbound,2024-12-29 22:54:48
1155,364,Website Visit,Inbound,2025-02-28 00:06:44
1156,284,Ad Click,Outbound,2024-11-02 00:16:49
1157,627,Phone Call,Inbound,2025-01-08 08:55:44
1158,116,Email,Inbound,2024-11-10 11:15:07
1159,765,Demo Request,Outbound,2025-04-08 17:26:46
1160,398,Website Visit,Inbound,2025-03-13 21:33:58
1161,947,Email,Inbound,2025-03-27 06:57:43
1162,26,Phone Call,Inbound,2025-01-23 02:56:17
1163,608,Phone Call,Inbound,2025-03-26 23:39:44
1164,221,Email,Inbound,2025-02-15 02:23:40
1165,590,Email,Inbound,2025-01-23 02:17:34
1166,808,Ad Click,Outbound,2025-02-05 18:19:52
1167,557,Phone Call,Outbound,2024-12-16 21:22:58
1168,272,Website Visit,Outbound,2025-01-26 23:00:02
1169,273,Website Visit,Inbound,2025-04-20 21:40:52
1170,334,Phone Call,Inbound,2024-11-02 03:39:16
1171,613,Website Visit,Outbound,2025-04-17 00:14:56
1172,886,Ad Click,Outbound,2025-01-23 08:29:29
1173,641,Demo Request,Outbound,2025-01-18 12:38:05
1174,689,Email,Inbound,2024-11-06 22:36:18
1175,668,Demo Request,Inbound,2025-03-31 01:32:24
1176,735,Ad Click,Outbound,2025-04-08 13:29:49
1177,394,Email,Inbound,2024-11-02 19:17:23
1178,821,Demo Request,Outbound,2025-04-11 09:40:43
1179,109,Ad Click,Outbound,2025-02-25 08:00:48
1180,584,Demo Request,Outbound,2024-11-09 09:48:33
1181,899,Phone Call,Inbound,2025-03-15 18:36:07
1182,324,Demo Request,Inbound,2025-01-03 17:30:10
1183,750,Demo Request,Inbound,2024-12-04 18:49:20
1184,101,Demo Request,Outbound,2025-01-12 00:38:38
1185,685,Website Visit,Inbound,2025-01-21 02:25:48
1186,64,Demo Request,Inbound,2025-03-02 23:01:31
1187,192,Phone Call,Outbound,2024-11-20 03:51:19
1188,694,Email,Outbound,2025-01-07 17:41:02
1189,121,Ad Click,Outbound,2025-03-03 16:17:25
1190,591,Demo Request,Outbound,2024-11-30 11:14:05
1191,712,Email,Outbound,2024-12-16 06:06:29
1192,192,Demo Request,Inbound,2025-03-28 16:15:35
1193,444,Email,Outbound,2024-12-29 07:04:04
1194,48,Demo Request,Inbound,2024-12-05 22:08:27
1195,538,Demo Request,Inbound,2024-11-03 23:53:41
1196,504,Demo Request,Inbound,2024-12-27 02:01:41
1197,710,Email,Inbound,2025-02-02 22:20:25
1198,191,Ad Click,Inbound,2025-01-13 17:45:11
1199,721,Website Visit,Outbound,2025-04-10 10:37:27
1200,997,Phone Call,Outbound,2025-01-27 22:35:17
1201,530,Ad Click,Outbound,2025-02-09 12:01:37
1202,312,Ad Click,Inbound,2024-11-04 20:16:42
1203,431,Ad Click,Inbound,2025-01-12 04:31:12
1204,558,Email,Inbound,2024-10-28 02:39:02
1205,592,Demo Request,Inbound,2024-12-28 09:52:34
1206,975,Website Visit,Inbound,2024-12-23 22:37:51
1207,566,Phone Call,Outbound,2025-01-19 23:34:05
1208,385,Phone Call,Outbound,2025-02-26 04:07:58
1209,195,Email,Inbound,2025-03-27 21:44:18
1210,690,Ad Click,Outbound,2025-01-13 16:57:26
1211,125,Demo Request,Outbound,2025-02-10 23:07:56
1212,874,Phone Call,Inbound,2025-04-19 21:14:02
1213,107,Website Visit,Inbound,2025-03-01 09:07:21
1214,935,Email,Outbound,2025-03-15 12:21:29
1215,888,Demo Request,Outbound,2025-03-21 01:20:48
1216,756,Phone Call,Inbound,2025-04-03 18:51:54
1217,622,Ad Click,Inbound,2024-12-30 02:55:56
1218,334,Website Visit,Outbound,2025-04-06 18:22:29
1219,91,Demo Request,Outbound,2025-01-19 08:54:00
1220,750,Phone Call,Inbound,2024-10-30 17:03:55
1221,781,Website Visit,Inbound,2025-04-13 13:34:52
1222,605,Website Visit,Outbound,2024-11-08 01:25:21
1223,323,Email,Outbound,2025-01-01 12:59:50
1224,162,Phone Call,Outbound,2025-03-21 18:40:28
1225,385,Website Visit,Inbound,2024-11-05 01:06:40
1226,827,Ad Click,Inbound,2024-11-03 19:32:47
1227,838,Website Visit,Inbound,2025-03-29 04:38:07
1228,779,Website Visit,Outbound,2024-12-19 12:26:14
1229,619,Phone Call,Inbound,2025-03-31 01:05:08
1230,467,Demo Request,Inbound,2025-01-01 04:47:57
1231,546,Ad Click,Inbound,2024-11-08 11:25:38
1232,592,Email,Inbound,2025-04-09 09:31:46
1233,685,Website Visit,Outbound,2025-01-22 21:41:05
1234,178,Email,Inbound,2025-03-14 20:24:34
1235,507,Email,Inbound,2024-11-01 17:18:49
1236,375,Demo Request,Inbound,2025-02-12 12:49:29
1237,309,Phone Call,Outbound,2024-11-16 03:22:28
1238,739,Phone Call,Inbound,2025-01-04 09:29:30
1239,560,Website Visit,Outbound,2025-02-14 02:26:51
1240,556,Email,Inbound,2024-11-16 01:52:19
1241,648,Demo Request,Outbound,2025-02-05 21:11:41
1242,746,Website Visit,Inbound,2024-11-01 06:22:20
1243,707,Phone Call,Outbound,2025-01-13 19:05:24
1244,969,Demo Request,Outbound,2025-04-22 08:41:08
1245,129,Email,Inbound,2024-11-25 02:07:28
1246,420,Demo Request,Outbound,2025-04-20 09:23:17
1247,663,Website Visit,Inbound,2024-11-19 08:26:21
1248,835,Demo Request,Outbound,2025-03-28 13:10:57
1249,173,Email,Outbound,2024-12-18 10:47:46
1250,5,Website Visit,Inbound,2025-03-08 13:16:45
1251,831,Phone Call,Outbound,2025-03-07 15:08:25
1252,340,Demo Request,Inbound,2024-10-30 13:26:36
1253,586,Ad Click,Outbound,2024-10-27 23:00:29
1254,981,Ad Click,Inbound,2024-11-16 07:02:42
1255,645,Email,Outbound,2024-12-10 08:03:08
1256,113,Email,Outbound,2024-11-13 13:17:58
1257,714,Email,Inbound,2025-04-07 14:34:08
1258,287,Phone Call,Outbound,2024-12-18 05:52:00
1259,571,Demo Request,Outbound,2025-03-02 06:55:50
1260,331,Ad Click,Outbound,2024-12-07 22:06:56
1261,929,Email,Outbound,2025-01-22 23:13:27
1262,460,Email,Outbound,2025-02-04 08:16:58
1263,709,Website Visit,Outbound,2024-11-12 17:32:03
1264,675,Ad Click,Outbound,2024-10-27 17:51:58
1265,358,Ad Click,Inbound,2025-04-21 11:32:53
1266,754,Ad Click,Inbound,2025-03-17 14:17:10
1267,539,Email,Outbound,2024-12-04 09:00:08
1268,726,Email,Outbound,2025-01-22 14:16:07
1269,390,Ad Click,Inbound,2024-12-12 11:33:41
1270,676,Website Visit,Inbound,2024-11-23 14:23:39
1271,398,Phone Call,Outbound,2025-02-24 19:03:06
1272,147,Ad Click,Outbound,2024-11-29 13:28:50
1273,384,Phone Call,Inbound,2025-02-08 14:26:31
1274,409,Website Visit,Outbound,2025-01-07 22:49:44
1275,375,Phone Call,Outbound,2025-01-19 16:55:41
1276,561,Phone Call,Inbound,2025-03-19 23:16:40
1277,857,Email,Outbound,2024-12-27 04:44:28
1278,483,Demo Request,Outbound,2024-11-13 23:48:51
1279,53,Email,Outbound,2025-03-02 07:45:53
1280,695,Ad Click,Outbound,2025-03-11 08:30:57
1281,470,Email,Outbound,2024-11-22 06:09:30
1282,508,Demo Request,Outbound,2024-10-28 11:33:53
1283,10,Website Visit,Outbound,2024-11-17 09:39:43
1284,910,Ad Click,Outbound,2025-03-20 18:19:06
1285,756,Demo Request,Inbound,2025-04-23 11:09:16
1286,651,Email,Outbound,2025-02-13 04:27:10
1287,445,Email,Inbound,2025-04-15 01:24:20
1288,156,Demo Request,Inbound,2025-03-27 11:10:27
1289,547,Website Visit,Inbound,2025-04-08 10:36:27
1290,891,Phone Call,Inbound,2025-02-10 01:13:43
1291,937,Email,Inbound,2025-04-07 11:14:23
1292,936,Email,Inbound,2025-03-04 08:28:38
1293,603,Website Visit,Inbound,2024-11-22 10:21:01
1294,645,Phone Call,Outbound,2025-03-04 02:46:48
1295,55,Email,Outbound,2025-01-18 07:52:07
1296,310,Phone Call,Inbound,2024-11-10 15:51:52
1297,625,Phone Call,Inbound,2024-12-28 13:06:16
1298,838,Website Visit,Inbound,2025-02-26 07:31:18
1299,158,Demo Request,Inbound,2025-03-17 06:57:09
1300,278,Website Visit,Outbound,2025-02-03 07:27:13
1301,542,Website Visit,Outbound,2024-12-30 13:04:17
1302,282,Ad Click,Outbound,2025-04-16 21:56:08
1303,998,Phone Call,Outbound,2025-01-07 04:11:07
1304,507,Phone Call,Outbound,2025-03-12 18:28:53
1305,491,Ad Click,Outbound,2025-03-18 00:40:36
1306,982,Email,Inbound,2025-04-16 12:21:32
1307,550,Phone Call,Outbound,2025-01-02 19:29:21
1308,262,Ad Click,Outbound,2024-12-29 03:33:11
1309,401,Ad Click,Inbound,2025-01-01 11:43:15
1310,984,Email,Inbound,2025-01-13 21:57:07
1311,656,Demo Request,Outbound,2024-11-22 18:47:26
1312,719,Website Visit,Outbound,2024-12-31 14:09:19
1313,368,Email,Outbound,2025-03-28 21:59:52
1314,108,Website Visit,Inbound,2024-11-05 13:04:39
1315,251,Email,Inbound,2025-03-30 16:03:41
1316,22,Website Visit,Inbound,2025-04-11 14:07:22
1317,570,Website Visit,Inbound,2024-11-05 05:07:08
1318,388,Phone Call,Outbound,2024-12-07 05:29:56
1319,56,Website Visit,Outbound,2025-01-20 21:29:58
1320,412,Email,Inbound,2025-04-03 12:18:25
1321,302,Ad Click,Inbound,2025-03-07 02:22:50
1322,72,Phone Call,Outbound,2025-01-12 16:25:41
1323,313,Ad Click,Outbound,2025-01-18 13:45:51
1324,326,Website Visit,Outbound,2025-02-12 01:32:45
1325,576,Phone Call,Inbound,2025-03-25 22:22:57
1326,196,Phone Call,Outbound,2025-03-29 15:24:55
1327,253,Website Visit,Inbound,2025-01-21 11:34:53
1328,291,Website Visit,Outbound,2025-04-15 06:51:18
1329,310,Email,Outbound,2024-12-11 11:46:20
1330,827,Ad Click,Inbound,2025-02-22 11:18:56
1331,741,Email,Outbound,2025-01-16 06:19:05
1332,521,Phone Call,Outbound,2024-11-23 18:24:58
1333,437,Demo Request,Outbound,2025-02-12 01:07:34
1334,651,Ad Click,Outbound,2025-02-23 01:51:12
1335,51,Ad Click,Inbound,2025-01-02 10:05:07
1336,891,Demo Request,Outbound,2025-04-10 01:11:40
1337,678,Ad Click,Inbound,2025-03-07 11:35:58
1338,396,Phone Call,Outbound,2024-12-23 07:58:44
1339,691,Demo Request,Outbound,2025-03-07 13:59:19
1340,655,Ad Click,Inbound,2025-04-15 23:11:38
1341,253,Ad Click,Outbound,2025-03-29 20:23:53
1342,12,Phone Call,Inbound,2025-04-11 00:02:31
1343,772,Website Visit,Outbound,2025-01-16 21:02:17
1344,5,Demo Request,Inbound,2024-11-15 12:15:56
1345,610,Website Visit,Outbound,2025-02-27 12:45:06
1346,599,Demo Request,Inbound,2024-11-30 16:01:43
1347,293,Ad Click,Outbound,2025-02-08 20:01:41
1348,83,Website Visit,Outbound,2025-04-24 13:37:13
1349,649,Phone Call,Inbound,2025-02-03 01:29:45
1350,582,Website Visit,Inbound,2024-12-28 14:17:41
1351,26,Demo Request,Outbound,2025-02-11 15:46:49
1352,20,Demo Request,Outbound,2025-03-06 06:19:26
1353,233,Website Visit,Outbound,2025-01-23 18:15:53
1354,576,Phone Call,Outbound,2025-03-08 17:23:34
1355,128,Email,Outbound,2024-10-30 12:37:32
1356,990,Ad Click,Inbound,2025-04-04 01:46:24
1357,980,Email,Inbound,2024-11-28 07:23:01
1358,500,Website Visit,Inbound,2024-11-02 08:32:13
1359,42,Phone Call,Outbound,2025-04-23 09:01:27
1360,657,Phone Call,Outbound,2025-02-06 11:04:31
1361,371,Phone Call,Inbound,2025-01-05 06:59:16
1362,875,Ad Click,Outbound,2024-10-27 19:50:36
1363,122,Demo Request,Inbound,2025-01-16 04:10:21
1364,819,Demo Request,Outbound,2024-12-27 13:51:09
1365,478,Phone Call,Outbound,2025-01-01 15:10:58
1366,601,Phone Call,Outbound,2025-01-02 06:14:03
1367,655,Phone Call,Outbound,2024-12-20 17:05:16
1368,390,Demo Request,Inbound,2025-01-24 07:01:16
1369,262,Website Visit,Outbound,2024-11-20 00:07:36
1370,450,Demo Request,Outbound,2025-02-09 13:05:46
1371,938,Email,Inbound,2025-03-10 22:18:15
1372,486,Phone Call,Outbound,2025-03-18 03:33:33
1373,731,Email,Outbound,2025-03-18 08:46:04
1374,959,Ad Click,Inbound,2024-12-05 03:05:49
1375,259,Phone Call,Inbound,2025-01-20 21:51:49
1376,843,Ad Click,Outbound,2024-12-04 16:51:11
1377,375,Email,Inbound,2024-11-14 01:50:23
1378,19,Demo Request,Inbound,2025-01-12 11:50:02
1379,927,Ad Click,Outbound,2025-01-10 19:06:01
1380,257,Phone Call,Outbound,2024-11-11 00:33:05
1381,53,Demo Request,Outbound,2025-01-16 00:19:18
1382,203,Demo Request,Inbound,2025-04-03 14:46:02
1383,661,Phone Call,Outbound,2025-04-15 19:53:34
1384,278,Website Visit,Outbound,2024-10-27 10:17:31
1385,379,Website Visit,Inbound,2025-02-14 03:49:37
1386,227,Website Visit,Outbound,2025-03-24 14:59:45
1387,465,Ad Click,Inbound,2025-02-12 04:08:57
1388,14,Ad Click,Outbound,2025-04-13 17:31:58
1389,268,Website Visit,Outbound,2025-01-07 09:31:59
1390,452,Website Visit,Outbound,2025-02-20 06:38:53
1391,989,Ad Click,Outbound,2025-02-06 07:49:25
1392,940,Website Visit,Inbound,2024-12-28 18:01:40
1393,344,Ad Click,Inbound,2024-10-28 14:47:07
1394,254,Email,Outbound,2024-12-23 15:09:03
1395,452,Ad Click,Outbound,2025-02-20 17:02:51
1396,342,Email,Outbound,2025-01-29 22:07:03
1397,729,Phone Call,Outbound,2024-11-01 08:25:00
1398,492,Ad Click,Outbound,2024-12-04 12:29:43
1399,454,Website Visit,Outbound,2025-03-17 19:17:07
1400,703,Phone Call,Outbound,2025-04-10 08:41:23
1401,473,Demo Request,Outbound,2025-01-22 14:49:00
1402,811,Ad Click,Outbound,2025-01-25 17:04:29
1403,282,Email,Outbound,2024-12-22 20:57:13
1404,533,Ad Click,Inbound,2025-03-10 14:07:20
1405,607,Website Visit,Outbound,2024-11-21 10:41:14
1406,16,Phone Call,Inbound,2024-11-25 20:36:44
1407,304,Website Visit,Outbound,2025-01-10 03:11:03
1408,506,Ad Click,Inbound,2025-04-01 07:33:24
1409,793,Website Visit,Inbound,2024-12-23 12:41:15
1410,454,Ad Click,Inbound,2025-02-14 16:20:19
1411,407,Website Visit,Inbound,2025-04-24 14:39:14
1412,599,Ad Click,Outbound,2024-11-23 19:42:54
1413,303,Ad Click,Inbound,2024-10-28 13:36:56
1414,417,Email,Outbound,2025-03-31 06:14:09
1415,128,Demo Request,Inbound,2025-04-10 17:28:00
1416,250,Phone Call,Inbound,2024-12-10 12:26:48
1417,723,Ad Click,Inbound,2025-02-02 11:27:01
1418,362,Email,Inbound,2024-11-08 15:45:43
1419,597,Demo Request,Inbound,2025-01-05 11:41:12
1420,432,Ad Click,Inbound,2024-11-30 14:22:09
1421,735,Demo Request,Outbound,2025-02-08 18:05:31
1422,993,Email,Outbound,2024-11-19 13:03:48
1423,65,Website Visit,Outbound,2025-01-01 04:12:47
1424,174,Demo Request,Outbound,2025-03-17 21:40:47
1425,310,Email,Outbound,2024-11-21 04:32:47
1426,659,Phone Call,Inbound,2024-11-08 12:23:09
1427,978,Phone Call,Inbound,2025-03-17 05:26:25
1428,308,Demo Request,Inbound,2025-04-03 15:29:11
1429,955,Phone Call,Inbound,2025-02-01 14:35:57
1430,314,Email,Inbound,2024-12-26 10:40:01
1431,378,Email,Inbound,2025-02-19 18:48:09
1432,377,Email,Outbound,2024-12-01 10:24:24
1433,918,Ad Click,Inbound,2024-11-05 05:34:26
1434,296,Email,Inbound,2025-03-13 01:21:48
1435,607,Phone Call,Inbound,2024-11-20 03:11:23
1436,80,Email,Inbound,2024-11-26 15:17:15
1437,462,Ad Click,Outbound,2024-11-24 23:36:52
1438,410,Phone Call,Inbound,2025-01-18 04:50:26
1439,782,Demo Request,Inbound,2025-04-09 17:02:01
1440,900,Ad Click,Outbound,2025-02-25 18:41:40
1441,375,Email,Inbound,2025-03-09 12:23:01
1442,284,Website Visit,Inbound,2024-11-28 00:54:18
1443,357,Email,Inbound,2025-04-22 04:50:37
1444,352,Website Visit,Outbound,2025-02-16 11:30:53
1445,738,Phone Call,Outbound,2025-01-03 10:11:19
1446,628,Ad Click,Inbound,2025-01-29 23:48:45
1447,569,Demo Request,Inbound,2024-12-07 04:37:33
1448,946,Email,Outbound,2024-11-30 03:25:25
1449,899,Phone Call,Inbound,2025-03-30 16:41:22
1450,850,Phone Call,Inbound,2024-12-04 03:28:40
1451,393,Website Visit,Outbound,2024-12-11 22:30:21
1452,750,Phone Call,Inbound,2024-11-26 11:15:23
1453,755,Demo Request,Outbound,2025-01-07 15:25:32
1454,730,Ad Click,Inbound,2025-04-18 13:39:15
1455,190,Demo Request,Inbound,2025-01-02 03:29:58
1456,963,Ad Click,Outbound,2025-03-14 02:46:25
1457,861,Website Visit,Inbound,2025-03-27 07:28:05
1458,597,Ad Click,Outbound,2024-12-15 00:33:59
1459,1,Ad Click,Inbound,2025-02-16 01:55:13
1460,503,Demo Request,Outbound,2025-01-30 17:57:07
1461,619,Phone Call,Inbound,2024-11-10 02:06:27
1462,392,Ad Click,Inbound,2024-12-03 02:14:23
1463,388,Email,Outbound,2024-12-28 15:35:19
1464,510,Phone Call,Outbound,2024-11-11 11:24:13
